Ticker,Date/Time,Open,High,Low,Close,Volume(Unit),Net Buy Sell Foreign,Freq
BHAT,07/29/2020,440.00,444.00,436.00,440.00,125797800.00,0.00,2061.00
BIKA,07/29/2020,169.00,190.00,169.00,189.00,2600.00,0.00,6.00
BHIT,07/29/2020,50.00,50.00,50.00,50.00,2000.00,0.00,3.00
BIMA,07/29/2020,50.00,50.00,50.00,50.00,0.00,0.00,0.00
BINA,07/29/2020,845.00,845.00,820.00,845.00,2982600.00,0.00,148.00
BIPI,07/29/2020,50.00,50.00,50.00,50.00,2300.00,0.00,3.00
BIPP,07/29/2020,59.00,61.00,59.00,61.00,2400.00,0.00,6.00
BIRD,07/29/2020,1140.00,1150.00,1105.00,1125.00,673500.00,-115930000.00,287.00
BISI,07/29/2020,815.00,815.00,810.00,815.00,289900.00,0.00,42.00
BJBR,07/29/2020,960.00,1000.00,955.00,965.00,22393800.00,-522289984.00,2655.00
BJTM,07/29/2020,560.00,570.00,550.00,555.00,23354800.00,1730000000.00,2671.00
BKDP,07/29/2020,57.00,57.00,50.00,50.00,51000.00,0.00,8.00
BKSL,07/29/2020,50.00,50.00,50.00,50.00,130400.00,0.00,21.00
BKSL-W,07/29/2020,2.00,2.00,2.00,2.00,0.00,0.00,0.00
BKSW,07/29/2020,82.00,82.00,74.00,76.00,34700.00,0.00,10.00
BLTZ,07/29/2020,3600.00,3600.00,3600.00,3600.00,0.00,0.00,0.00
BLUE,07/29/2020,520.00,520.00,505.00,510.00,166400.00,0.00,115.00
BLTA,07/29/2020,50.00,50.00,50.00,50.00,0.00,0.00,0.00
BMAS,07/29/2020,250.00,268.00,250.00,268.00,800.00,0.00,3.00
BMRI,07/29/2020,5850.00,5850.00,5675.00,5700.00,34868600.00,-31740000256.00,7611.00
BMSR,07/29/2020,66.00,66.00,53.00,53.00,3300.00,0.00,11.00
BMTR,07/29/2020,214.00,226.00,212.00,222.00,46824800.00,16040000.00,1780.00
BNBA,07/29/2020,302.00,304.00,300.00,304.00,179500.00,-7180000.00,11.00
BNBR,07/29/2020,50.00,50.00,50.00,50.00,20100.00,0.00,3.00
BNGA,07/29/2020,780.00,790.00,775.00,780.00,1956000.00,-1090000.00,456.00
BNII,07/29/2020,212.00,212.00,212.00,212.00,1033500.00,0.00,151.00
BOGA,07/29/2020,1360.00,1405.00,1360.00,1400.00,87811904.00,8529999872.00,4587.00
BNLI,07/29/2020,1270.00,1270.00,1245.00,1265.00,17195400.00,1620000000.00,700.00
BOGA-W,07/29/2020,1000.00,1000.00,1000.00,1000.00,0.00,0.00,0.00
BOLA,07/29/2020,175.00,175.00,160.00,164.00,2700.00,0.00,14.00
BOLT,07/29/2020,865.00,865.00,865.00,865.00,100.00,0.00,1.00
BORN,07/29/2020,50.00,50.00,50.00,50.00,0.00,0.00,0.00
BOSS,07/29/2020,78.00,85.00,78.00,80.00,7125300.00,1800000.00,510.00
BPFI,07/29/2020,1280.00,1280.00,1280.00,1280.00,0.00,0.00,0.00
BPII,07/29/2020,10000.00,10000.00,10000.00,10000.00,0.00,0.00,0.00
BPTR,07/29/2020,75.00,75.00,75.00,75.00,400.00,0.00,3.00
BRAM,07/29/2020,5325.00,5325.00,5325.00,5325.00,0.00,0.00,0.00
BRIS,07/29/2020,595.00,615.00,550.00,550.00,387849408.00,-3529999872.00,32095.00
BRENT OIL,07/28/2020,44.05,44.33,43.41,43.66,0.00,0.00,0.00
BRMS,07/29/2020,50.00,50.00,50.00,50.00,99300.00,0.00,23.00
BRNA,07/29/2020,930.00,930.00,930.00,930.00,270100.00,0.00,5.00
BRPT,07/29/2020,1010.00,1030.00,950.00,950.00,57125700.00,-12720000000.00,4932.00
BSDE,07/29/2020,775.00,775.00,715.00,715.00,21212100.00,-390980000.00,1595.00
BSIM,07/29/2020,515.00,515.00,515.00,515.00,200.00,0.00,2.00
BSIM-W3,07/29/2020,22.00,22.00,22.00,22.00,0.00,0.00,0.00
BSSR,07/29/2020,1300.00,1335.00,1300.00,1335.00,3800.00,0.00,10.00
BSWD,07/29/2020,1750.00,1750.00,1750.00,1750.00,0.00,0.00,0.00
BTCIDR,07/28/2020,161871008.00,161871008.00,159020000.00,159020000.00,600.00,0.00,0.00
BTCUSD,07/28/2020,10961.10,11046.10,10873.60,10908.50,658370.00,0.00,0.00
BTEK,07/29/2020,50.00,50.00,50.00,50.00,500.00,0.00,2.00
BTEL,07/29/2020,50.00,50.00,50.00,50.00,0.00,0.00,0.00
BTON,07/29/2020,181.00,191.00,181.00,188.00,4600.00,0.00,11.00
BTPS,07/29/2020,3240.00,3530.00,3200.00,3430.00,52035200.00,-12160000000.00,14998.00
BTPN,07/29/2020,2200.00,2300.00,2200.00,2280.00,345000.00,-13000000.00,213.00
BUDI,07/29/2020,91.00,93.00,90.00,91.00,420300.00,0.00,40.00
BUKK,07/29/2020,700.00,705.00,660.00,665.00,96600.00,0.00,56.00
BULL,07/29/2020,318.00,324.00,312.00,320.00,146742208.00,119300000.00,4274.00
BULL-W,07/29/2020,35.00,35.00,35.00,35.00,0.00,0.00,0.00
BULL-W2,07/29/2020,104.00,104.00,98.00,102.00,2427500.00,0.00,0.00
BUMI,07/29/2020,50.00,50.00,50.00,50.00,437600.00,10010000.00,70.00
BUVA,07/29/2020,53.00,56.00,53.00,53.00,80300.00,0.00,24.00
BVIC,07/29/2020,62.00,65.00,61.00,63.00,1814800.00,1870000.00,214.00
BWPT,07/29/2020,114.00,122.00,112.00,121.00,142103600.00,-39070000.00,8282.00
BYAN,07/29/2020,13600.00,13700.00,13075.00,13075.00,800.00,-2620000.00,6.00
CAKK,07/29/2020,50.00,50.00,50.00,50.00,81300.00,0.00,5.00
CAKK-W,07/29/2020,5.00,8.00,5.00,6.00,941500.00,0.00,0.00
CAMP,07/29/2020,204.00,208.00,200.00,204.00,552300.00,0.00,83.00
CARE,07/29/2020,340.00,350.00,336.00,338.00,246076304.00,0.00,3124.00
CANI,07/29/2020,124.00,124.00,124.00,124.00,0.00,0.00,0.00
CARS,07/29/2020,50.00,50.00,50.00,50.00,35500.00,0.00,12.00
CASA,07/29/2020,272.00,332.00,270.00,332.00,8130000.00,-6260000.00,99.00
CASA-W,07/29/2020,96.00,96.00,36.00,36.00,200.00,0.00,0.00
CASH,07/29/2020,560.00,585.00,555.00,585.00,6249400.00,-90000.00,1138.00
CBMF,07/29/2020,224.00,224.00,192.00,200.00,5600800.00,0.00,196.00
CASS,07/29/2020,204.00,224.00,204.00,216.00,10350600.00,95040000.00,1201.00
CCSI,07/29/2020,254.00,254.00,246.00,246.00,320200.00,0.00,100.00
CEKA,07/29/2020,1925.00,1930.00,1800.00,1900.00,230800.00,-34950000.00,288.00
CENT,07/29/2020,111.00,121.00,110.00,114.00,41065800.00,20360000.00,1415.00
CINT,07/29/2020,254.00,258.00,254.00,258.00,26200.00,0.00,9.00
CFIN,07/29/2020,191.00,195.00,190.00,190.00,799300.00,-100180000.00,94.00
CITA,07/29/2020,1895.00,2000.00,1895.00,2000.00,12200.00,0.00,7.00
CITY,07/29/2020,55.00,55.00,53.00,55.00,101400.00,0.00,16.00
CITY-W,07/29/2020,15.00,16.00,13.00,14.00,51500.00,0.00,0.00
CLAY,07/29/2020,1960.00,2100.00,1960.00,2080.00,3100.00,-196000.00,14.00
CKRA,07/29/2020,76.00,76.00,76.00,76.00,0.00,0.00,0.00
CLEO,07/29/2020,460.00,565.00,458.00,525.00,117220200.00,118320000.00,14573.00
CLPI,07/29/2020,705.00,715.00,685.00,700.00,158700.00,7860000.00,80.00
CMNP,07/29/2020,1120.00,1180.00,1040.00,1050.00,164500.00,277500.00,80.00
CMPP,07/29/2020,184.00,184.00,184.00,184.00,0.00,0.00,0.00
CNKO,07/29/2020,50.00,50.00,50.00,50.00,1500.00,0.00,1.00
CNTB,07/29/2020,250.00,250.00,250.00,250.00,0.00,0.00,0.00
CNTX,07/29/2020,250.00,250.00,246.00,248.00,7700.00,0.00,3.00
CNYIDR,07/28/2020,2075.35,2079.77,2066.85,2076.19,0.00,0.00,0.00
COAL,07/28/2020,53.50,53.50,53.50,53.50,0.00,0.00,0.00
COCO,07/29/2020,810.00,810.00,810.00,810.00,0.00,0.00,0.00
COCO-W,07/29/2020,320.00,320.00,320.00,320.00,0.00,0.00,0.00
COWL,07/29/2020,50.00,50.00,50.00,50.00,0.00,0.00,0.00
CPIN,07/29/2020,6200.00,6250.00,6125.00,6200.00,5735800.00,18219999232.00,3340.00
CPO-RM,07/29/2020,2634.00,2634.00,2634.00,2634.00,0.00,0.00,0.00
CPRI,07/29/2020,50.00,50.00,50.00,50.00,4000.00,0.00,1.00
CPRI-W,07/29/2020,14.00,14.00,13.00,14.00,120500.00,0.00,0.00
CPRO,07/29/2020,50.00,50.00,50.00,50.00,0.00,0.00,0.00
CRUDE OIL,07/28/2020,41.72,41.93,40.86,41.13,0.00,0.00,0.00
CSAP,07/29/2020,318.00,324.00,318.00,324.00,1200.00,64800.00,2.00
CSIS,07/29/2020,50.00,56.00,50.00,51.00,5387600.00,0.00,1334.00
CSMI,07/29/2020,226.00,226.00,204.00,204.00,14200.00,0.00,5.00
CSRA,07/29/2020,292.00,318.00,292.00,306.00,2279700.00,0.00,396.00
CTBN,07/29/2020,2450.00,2450.00,2450.00,2450.00,0.00,0.00,0.00
CTRA,07/29/2020,670.00,675.00,650.00,655.00,51575700.00,4780000256.00,2476.00
DADA,07/29/2020,83.00,87.00,81.00,82.00,93587600.00,3900000.00,3060.00
CTTH,07/29/2020,50.00,50.00,50.00,50.00,3200.00,0.00,1.00
DAJK,07/29/2020,50.00,50.00,50.00,50.00,0.00,0.00,0.00
DAYA,07/29/2020,610.00,610.00,610.00,610.00,0.00,0.00,0.00
DEAL,07/29/2020,88.00,89.00,87.00,88.00,3705100.00,-66880000.00,244.00
DART,07/29/2020,226.00,226.00,226.00,226.00,0.00,0.00,0.00
DEFI,07/29/2020,1785.00,1795.00,1780.00,1785.00,34200.00,0.00,36.00
DFAM,07/29/2020,346.00,346.00,346.00,346.00,0.00,0.00,0.00
DEWA,07/29/2020,50.00,50.00,50.00,50.00,100.00,0.00,1.00
DGIK,07/29/2020,50.00,50.00,50.00,50.00,100.00,0.00,1.00
DIGI,07/29/2020,1775.00,1775.00,1775.00,1775.00,0.00,0.00,0.00
DIVA,07/29/2020,2130.00,2220.00,2110.00,2110.00,220600.00,53230000.00,225.00
DILD,07/29/2020,180.00,180.00,177.00,178.00,3022900.00,-14070000.00,178.00
DKFT,07/29/2020,132.00,134.00,129.00,129.00,5732800.00,13400000.00,468.00
DMMX,07/29/2020,232.00,238.00,224.00,238.00,23295500.00,2350000128.00,632.00
DLTA,07/29/2020,4800.00,4810.00,4800.00,4800.00,22000.00,-94570000.00,43.00
DMAS,07/29/2020,240.00,242.00,232.00,234.00,44768000.00,-2620000000.00,1833.00
DMND,07/29/2020,935.00,950.00,930.00,950.00,31500.00,-467500.00,47.00
DNAR,07/29/2020,272.00,272.00,254.00,254.00,128000.00,0.00,7.00
DNET,07/29/2020,3380.00,3380.00,3380.00,3380.00,400.00,0.00,3.00
DOID,07/29/2020,280.00,284.00,264.00,266.00,61541100.00,-7540000.00,3542.00
DPNS,07/29/2020,246.00,246.00,246.00,246.00,0.00,0.00,0.00
DPUM,07/29/2020,62.00,72.00,61.00,62.00,65500.00,0.00,34.00
DSFI,07/29/2020,64.00,68.00,64.00,68.00,269300.00,0.00,54.00
DSNG,07/29/2020,350.00,366.00,346.00,360.00,3143100.00,1720000.00,290.00
DSSA,07/29/2020,20875.00,20875.00,20875.00,20875.00,0.00,0.00,0.00
DUCK,07/29/2020,406.00,432.00,382.00,390.00,20890200.00,-3569999872.00,3885.00
DUTI,07/29/2020,3900.00,3900.00,3850.00,3860.00,1400.00,0.00,13.00
DVLA,07/29/2020,2210.00,2330.00,2210.00,2320.00,107000.00,0.00,115.00
DWGL,07/29/2020,228.00,228.00,228.00,228.00,5800.00,0.00,6.00
DWGL-W,07/29/2020,58.00,58.00,32.00,43.00,1303000.00,0.00,0.00
EAST,07/29/2020,54.00,57.00,54.00,55.00,815400.00,0.00,59.00
DYAN,07/29/2020,50.00,50.00,50.00,50.00,43700.00,0.00,10.00
ECII,07/29/2020,700.00,700.00,700.00,700.00,600.00,0.00,2.00
EIDO,07/28/2020,19.28,19.28,18.98,18.98,564704.00,0.00,0.00
EKAD,07/29/2020,1250.00,1250.00,1220.00,1235.00,386500.00,0.00,430.00
ELSA,07/29/2020,232.00,234.00,230.00,230.00,15404300.00,-64150000.00,1054.00
ELTY,07/29/2020,50.00,50.00,50.00,50.00,2200.00,0.00,2.00
EMAS,07/28/2020,1958.90,1974.40,1900.70,1949.80,0.00,0.00,0.00
EMDE,07/29/2020,188.00,202.00,188.00,202.00,11100.00,0.00,4.00
EMTK,07/29/2020,4600.00,4600.00,4600.00,4600.00,100.00,-460000.00,1.00
ENVY,07/29/2020,109.00,113.00,102.00,107.00,172329792.00,-856990016.00,4246.00
ENRG,07/29/2020,51.00,52.00,50.00,50.00,7328100.00,0.00,512.00
EPAC,07/08/2020,0.00,0.00,0.00,0.00,27228800.00,0.00,2818.00
EOSUSD,07/28/2020,2.85,3.08,2.78,3.00,282660000.00,0.00,0.00
EPMT,07/29/2020,1890.00,1890.00,1850.00,1850.00,3100.00,0.00,7.00
ERAA,07/29/2020,1445.00,1460.00,1400.00,1450.00,13947500.00,-192920000.00,4958.00
ERTX,07/29/2020,128.00,128.00,113.00,113.00,2700.00,0.00,12.00
ESIP,07/29/2020,0.00,214.00,198.00,214.00,13152500.00,0.00,1526.00
ESIP-W,07/29/2020,10.00,11.00,10.00,11.00,15859500.00,0.00,0.00
ESSA,07/29/2020,159.00,166.00,159.00,161.00,972700.00,0.00,180.00
ESTA,07/29/2020,100.00,101.00,100.00,101.00,81000.00,0.00,3.00
ESTI,07/29/2020,50.00,50.00,50.00,50.00,900.00,0.00,9.00
ETHUSD,07/28/2020,321.82,326.53,306.40,316.96,9910000.00,0.00,0.00
ETWA,07/29/2020,73.00,73.00,73.00,73.00,100.00,0.00,1.00
EURGBP,07/28/2020,0.91,0.91,0.91,0.91,0.00,0.00,0.00
EURJPY,07/28/2020,123.89,123.99,123.01,123.18,0.00,0.00,0.00
EURUSD,07/28/2020,1.18,1.18,1.17,1.17,0.00,0.00,0.00
EXCL,07/29/2020,2700.00,2710.00,2540.00,2540.00,57573700.00,-6049999872.00,12242.00
FAST,07/29/2020,925.00,925.00,915.00,915.00,30200.00,0.00,34.00
FASW,07/29/2020,7000.00,7000.00,7000.00,7000.00,100.00,0.00,1.00
FILM,07/29/2020,167.00,167.00,161.00,162.00,847300.00,0.00,212.00
FINN,07/29/2020,50.00,50.00,50.00,50.00,0.00,0.00,0.00
FIRE,07/29/2020,133.00,133.00,133.00,133.00,1108900.00,6650000.00,145.00
FIRE-W,07/29/2020,97.00,97.00,97.00,97.00,0.00,0.00,0.00
FISH,07/29/2020,2970.00,3030.00,2970.00,3030.00,3700.00,0.00,13.00
