Ticker,Date/Time,Open,High,Low,Close,Volume(Unit),Net Buy Sell Foreign,Freq
BELL,08/05/2020,150.00,153.00,148.00,153.00,10312200.00,-604000.00,702.00
BESS,08/05/2020,270.00,280.00,270.00,280.00,1385100.00,1400000.00,475.00
BEKS,08/05/2020,50.00,50.00,50.00,50.00,101800.00,0.00,6.00
BEST,08/05/2020,115.00,119.00,113.00,118.00,32442900.00,-306769984.00,1171.00
BGTG,08/05/2020,50.00,51.00,50.00,51.00,554900.00,0.00,44.00
BFIN,08/05/2020,282.00,290.00,276.00,280.00,5304000.00,-665870016.00,572.00
BHAT,08/05/2020,446.00,450.00,442.00,444.00,127125104.00,-20070000.00,2461.00
BHIT,08/05/2020,50.00,50.00,50.00,50.00,48700.00,0.00,10.00
BIKA,08/05/2020,190.00,190.00,190.00,190.00,0.00,0.00,0.00
BIMA,08/05/2020,50.00,50.00,50.00,50.00,0.00,0.00,0.00
BINA,08/05/2020,850.00,850.00,835.00,840.00,297700.00,0.00,13.00
BIPI,08/05/2020,50.00,50.00,50.00,50.00,3300.00,0.00,4.00
BIPP,08/05/2020,71.00,73.00,68.00,73.00,63400.00,0.00,57.00
BIRD,08/05/2020,990.00,1025.00,990.00,990.00,1287000.00,130120000.00,411.00
BISI,08/05/2020,900.00,930.00,895.00,915.00,1286600.00,-440400000.00,289.00
BJBR,08/05/2020,910.00,930.00,900.00,915.00,12418800.00,2640000000.00,1947.00
BJTM,08/05/2020,540.00,545.00,535.00,540.00,11383300.00,110450000.00,1839.00
BKDP,08/05/2020,50.00,51.00,50.00,51.00,600.00,0.00,3.00
BKSL,08/05/2020,50.00,50.00,50.00,50.00,375000.00,5000.00,199.00
BKSL-W,08/05/2020,2.00,2.00,2.00,2.00,0.00,0.00,0.00
BKSW,08/05/2020,74.00,74.00,72.00,73.00,414000.00,0.00,20.00
BLTA,08/05/2020,50.00,50.00,50.00,50.00,100100.00,0.00,2.00
BLTZ,08/05/2020,3600.00,3600.00,3600.00,3600.00,0.00,0.00,0.00
BLUE,08/05/2020,515.00,530.00,515.00,525.00,114400.00,0.00,103.00
BMAS,08/05/2020,286.00,310.00,268.00,310.00,20500.00,0.00,33.00
BMRI,08/05/2020,5550.00,5700.00,5450.00,5700.00,66922300.00,-110879997952.00,9735.00
BMSR,08/05/2020,57.00,57.00,55.00,55.00,1600.00,0.00,2.00
BMTR,08/05/2020,210.00,210.00,196.00,200.00,95836400.00,-2750000128.00,1233.00
BNBA,08/05/2020,306.00,306.00,298.00,306.00,127500.00,-18430000.00,21.00
BNBR,08/05/2020,50.00,50.00,50.00,50.00,700.00,0.00,3.00
BNGA,08/05/2020,760.00,760.00,735.00,750.00,3275200.00,-278649984.00,641.00
BNII,08/05/2020,206.00,210.00,191.00,199.00,9818200.00,73820000.00,797.00
BOGA,08/05/2020,1395.00,1410.00,1385.00,1390.00,85380400.00,-104990000.00,5106.00
BNLI,08/05/2020,1255.00,1255.00,1240.00,1250.00,12233300.00,2050000000.00,309.00
BOGA-W,08/05/2020,1000.00,1000.00,1000.00,1000.00,0.00,0.00,0.00
BOLA,08/05/2020,170.00,170.00,162.00,164.00,10400.00,0.00,28.00
BOLT,08/05/2020,855.00,855.00,855.00,855.00,0.00,0.00,0.00
BORN,08/05/2020,50.00,50.00,50.00,50.00,0.00,0.00,0.00
BOSS,08/05/2020,77.00,79.00,76.00,78.00,1138600.00,0.00,120.00
BPFI,08/05/2020,1280.00,1280.00,1280.00,1280.00,0.00,0.00,0.00
BPII,08/05/2020,10000.00,10000.00,10000.00,10000.00,0.00,0.00,0.00
BPTR,08/05/2020,76.00,76.00,70.00,70.00,88300.00,0.00,15.00
BRAM,08/05/2020,5325.00,5325.00,5325.00,5325.00,0.00,0.00,0.00
BRENT OIL,08/04/2020,43.73,44.81,43.24,44.33,0.00,0.00,0.00
BRIS,08/05/2020,540.00,570.00,520.00,550.00,208206096.00,-243490000.00,15430.00
BRMS,08/05/2020,50.00,50.00,50.00,50.00,1602500.00,0.00,44.00
BRNA,08/05/2020,930.00,930.00,930.00,930.00,0.00,0.00,0.00
BRPT,08/05/2020,900.00,925.00,860.00,900.00,148987904.00,-5000000000.00,13235.00
BSDE,08/05/2020,705.00,705.00,665.00,690.00,42706200.00,-1910000000.00,2168.00
BSIM,08/05/2020,500.00,515.00,500.00,510.00,2100.00,0.00,13.00
BSIM-W3,08/05/2020,20.00,22.00,19.00,22.00,385500.00,0.00,0.00
BSSR,08/05/2020,1280.00,1280.00,1275.00,1275.00,6900.00,0.00,7.00
BSWD,08/05/2020,1750.00,1750.00,1750.00,1750.00,0.00,0.00,0.00
BTCIDR,08/04/2020,165184992.00,166015008.00,164860000.00,164860000.00,200.00,0.00,0.00
BTCUSD,08/04/2020,11223.80,11407.80,11043.00,11184.70,485790.00,0.00,0.00
BTEK,08/05/2020,50.00,50.00,50.00,50.00,100.00,0.00,1.00
BTEL,08/05/2020,50.00,50.00,50.00,50.00,0.00,0.00,0.00
BTON,08/05/2020,160.00,170.00,160.00,165.00,43700.00,0.00,23.00
BTPN,08/05/2020,2250.00,2250.00,2200.00,2230.00,65200.00,-4420000.00,48.00
BTPS,08/05/2020,3650.00,3660.00,3510.00,3580.00,15364200.00,-4729999872.00,5828.00
BUDI,08/05/2020,87.00,91.00,87.00,90.00,628800.00,0.00,60.00
BUKK,08/05/2020,705.00,710.00,700.00,705.00,49600.00,0.00,33.00
BULL,08/05/2020,320.00,320.00,292.00,294.00,162843200.00,-2910000128.00,4422.00
BULL-W,08/05/2020,35.00,35.00,35.00,35.00,0.00,0.00,0.00
BULL-W2,08/05/2020,94.00,105.00,88.00,88.00,10431500.00,0.00,0.00
BUMI,08/05/2020,50.00,50.00,50.00,50.00,7178400.00,10000.00,120.00
BUVA,08/05/2020,58.00,59.00,56.00,56.00,17400.00,0.00,19.00
BVIC,08/05/2020,60.00,61.00,58.00,60.00,476600.00,653800.00,208.00
BWPT,08/05/2020,119.00,119.00,109.00,113.00,92741800.00,-350140000.00,3273.00
BYAN,08/05/2020,13500.00,14000.00,13500.00,14000.00,7500.00,-79740000.00,14.00
CAKK,08/05/2020,50.00,50.00,50.00,50.00,1500.00,0.00,2.00
CAKK-W,08/05/2020,5.00,5.00,3.00,4.00,29654000.00,0.00,0.00
CAMP,08/05/2020,194.00,197.00,194.00,194.00,300400.00,0.00,105.00
CANI,08/05/2020,124.00,124.00,124.00,124.00,0.00,0.00,0.00
CARE,08/05/2020,332.00,340.00,332.00,336.00,185840304.00,363409984.00,2501.00
CARS,08/05/2020,50.00,50.00,50.00,50.00,156800.00,0.00,10.00
CASA,08/05/2020,354.00,354.00,354.00,354.00,0.00,0.00,0.00
CASA-W,08/05/2020,36.00,36.00,36.00,36.00,0.00,0.00,0.00
CASH,08/05/2020,570.00,610.00,570.00,610.00,7946400.00,33660000.00,1193.00
CASS,08/05/2020,191.00,200.00,188.00,192.00,5231800.00,102620000.00,729.00
CBMF,08/05/2020,248.00,248.00,214.00,230.00,4622200.00,0.00,111.00
CCSI,08/05/2020,244.00,248.00,240.00,242.00,149600.00,0.00,51.00
CEKA,08/05/2020,1845.00,1870.00,1810.00,1870.00,81000.00,0.00,94.00
CENT,08/05/2020,106.00,132.00,103.00,128.00,97115696.00,-575230016.00,1845.00
CINT,08/05/2020,250.00,250.00,244.00,244.00,300.00,0.00,3.00
CFIN,08/05/2020,190.00,192.00,188.00,190.00,895300.00,108840000.00,51.00
CITA,08/05/2020,1995.00,1995.00,1930.00,1995.00,15900.00,0.00,13.00
CITY,08/05/2020,63.00,63.00,51.00,52.00,98200.00,0.00,15.00
CITY-W,08/05/2020,16.00,16.00,16.00,16.00,445000.00,0.00,0.00
CKRA,08/05/2020,76.00,76.00,76.00,76.00,0.00,0.00,0.00
CLAY,08/05/2020,2000.00,2000.00,2000.00,2000.00,0.00,0.00,0.00
CLEO,08/05/2020,520.00,535.00,505.00,520.00,17006400.00,-123840000.00,2180.00
CLPI,08/05/2020,700.00,745.00,685.00,700.00,146700.00,0.00,71.00
CMNP,08/05/2020,955.00,1000.00,955.00,985.00,44200.00,477500.00,42.00
CMPP,08/05/2020,184.00,184.00,184.00,184.00,0.00,0.00,0.00
CNKO,08/05/2020,50.00,50.00,50.00,50.00,500000.00,0.00,1.00
CNTB,08/05/2020,250.00,250.00,250.00,250.00,0.00,0.00,0.00
CNYIDR,08/04/2020,2095.72,2102.72,2086.14,2096.52,0.00,0.00,0.00
CNTX,08/05/2020,218.00,258.00,218.00,258.00,2300.00,0.00,6.00
COCO,08/05/2020,785.00,820.00,705.00,790.00,8300.00,-4380000.00,18.00
COAL,08/04/2020,54.50,54.50,54.20,54.20,0.00,0.00,0.00
COCO-W,08/05/2020,400.00,400.00,155.00,300.00,6500.00,0.00,0.00
COWL,08/05/2020,50.00,50.00,50.00,50.00,0.00,0.00,0.00
CPIN,08/05/2020,6275.00,6300.00,6150.00,6200.00,5812500.00,4800000000.00,2644.00
CPRI,08/05/2020,50.00,50.00,50.00,50.00,300.00,0.00,2.00
CPO-RM,08/05/2020,2732.00,2732.00,2732.00,2732.00,0.00,0.00,0.00
CPRI-W,08/05/2020,13.00,13.00,13.00,13.00,0.00,0.00,0.00
CPRO,08/05/2020,50.00,50.00,50.00,50.00,900.00,0.00,1.00
CRUDE OIL,08/04/2020,40.66,42.09,40.13,41.55,0.00,0.00,0.00
CSAP,08/05/2020,332.00,334.00,310.00,310.00,966800.00,-30680000.00,22.00
CSIS,08/05/2020,50.00,51.00,50.00,50.00,394800.00,0.00,59.00
CSMI,08/05/2020,230.00,230.00,208.00,208.00,62100.00,0.00,8.00
CSRA,08/05/2020,276.00,298.00,276.00,298.00,1072100.00,0.00,223.00
CTBN,08/05/2020,2450.00,2450.00,2450.00,2450.00,0.00,0.00,0.00
CTRA,08/05/2020,655.00,660.00,630.00,650.00,20931900.00,1650000000.00,2525.00
DADA,08/05/2020,75.00,76.00,71.00,72.00,60207500.00,-46080000.00,2155.00
CTTH,08/05/2020,50.00,53.00,50.00,50.00,162900.00,5390000.00,17.00
DAJK,08/05/2020,50.00,50.00,50.00,50.00,0.00,0.00,0.00
DART,08/05/2020,222.00,222.00,220.00,220.00,2800.00,0.00,4.00
DAYA,08/05/2020,570.00,570.00,570.00,570.00,0.00,0.00,0.00
DEAL,08/05/2020,79.00,84.00,79.00,82.00,4192900.00,0.00,346.00
DEFI,08/05/2020,1780.00,1785.00,1775.00,1775.00,15000.00,0.00,23.00
DFAM,08/05/2020,342.00,342.00,322.00,336.00,5000.00,-1510000.00,4.00
DEWA,08/05/2020,50.00,50.00,50.00,50.00,22200.00,0.00,4.00
DGIK,08/05/2020,50.00,50.00,50.00,50.00,1000.00,0.00,1.00
DIGI,08/05/2020,2000.00,2000.00,1960.00,1995.00,400.00,0.00,3.00
DIVA,08/05/2020,1900.00,2010.00,1875.00,1925.00,142000.00,586000.00,141.00
DILD,08/05/2020,177.00,178.00,174.00,178.00,1190000.00,-5270000.00,173.00
DKFT,08/05/2020,119.00,130.00,118.00,130.00,9877200.00,0.00,1015.00
DLTA,08/05/2020,4500.00,4500.00,4450.00,4500.00,22400.00,-79650000.00,38.00
DMAS,08/05/2020,216.00,232.00,216.00,230.00,83903104.00,-1500000000.00,2618.00
DMMX,08/05/2020,240.00,240.00,234.00,240.00,12017500.00,-562480000.00,570.00
DMND,08/05/2020,920.00,925.00,915.00,925.00,17200.00,0.00,38.00
DNAR,08/05/2020,252.00,252.00,238.00,238.00,31800.00,0.00,13.00
DNET,08/05/2020,3280.00,3300.00,3240.00,3300.00,26500.00,0.00,18.00
DOID,08/05/2020,250.00,258.00,242.00,252.00,55268100.00,-563699968.00,2278.00
DPUM,08/05/2020,70.00,70.00,62.00,68.00,33400.00,0.00,11.00
DPNS,08/05/2020,232.00,286.00,232.00,286.00,500.00,0.00,3.00
DSFI,08/05/2020,62.00,69.00,62.00,66.00,609200.00,0.00,95.00
DSNG,08/05/2020,374.00,386.00,374.00,384.00,6720100.00,985470016.00,623.00
DSSA,08/05/2020,20875.00,20875.00,20875.00,20875.00,0.00,0.00,0.00
DUCK,08/05/2020,320.00,328.00,298.00,310.00,13865000.00,-1820000000.00,1842.00
DUTI,08/05/2020,3530.00,3530.00,3500.00,3530.00,1300.00,0.00,5.00
DWGL,08/05/2020,220.00,220.00,220.00,220.00,900.00,0.00,3.00
DVLA,08/05/2020,2350.00,2380.00,2330.00,2340.00,20600.00,0.00,32.00
DWGL-W,08/05/2020,45.00,48.00,41.00,44.00,35000.00,0.00,0.00
DYAN,08/05/2020,50.00,50.00,50.00,50.00,50000.00,0.00,4.00
EAST,08/05/2020,50.00,55.00,50.00,53.00,90300.00,0.00,49.00
ECII,08/05/2020,700.00,700.00,700.00,700.00,0.00,0.00,0.00
EIDO,08/04/2020,18.43,18.68,18.43,18.68,792472.00,0.00,0.00
EKAD,08/05/2020,1230.00,1250.00,1220.00,1245.00,513000.00,0.00,398.00
ELSA,08/05/2020,226.00,230.00,222.00,230.00,20109100.00,99790000.00,1287.00
ELTY,08/05/2020,50.00,50.00,50.00,50.00,1300.00,0.00,3.00
EMAS,08/04/2020,1980.20,2035.90,1972.80,2035.85,0.00,0.00,0.00
EMDE,08/05/2020,202.00,202.00,202.00,202.00,0.00,0.00,0.00
EMTK,08/05/2020,4300.00,4300.00,4290.00,4290.00,1600.00,0.00,5.00
ENVY,08/05/2020,98.00,102.00,94.00,99.00,367826400.00,-545849984.00,5004.00
ENRG,08/05/2020,50.00,51.00,50.00,50.00,2177900.00,0.00,134.00
EOSUSD,08/04/2020,3.05,3.10,2.97,3.04,207430000.00,0.00,0.00
EPAC,07/08/2020,0.00,0.00,0.00,0.00,27228800.00,0.00,2818.00
EPMT,08/05/2020,1805.00,1805.00,1800.00,1805.00,800.00,360000.00,4.00
ERAA,08/05/2020,1500.00,1520.00,1470.00,1515.00,19759300.00,2740000000.00,2729.00
ESIP,08/05/2020,244.00,260.00,232.00,232.00,27978000.00,-1080000.00,4307.00
ESIP-W,08/05/2020,17.00,18.00,14.00,15.00,173272496.00,0.00,0.00
ERTX,08/05/2020,125.00,125.00,114.00,119.00,1600.00,0.00,7.00
ESTA,08/05/2020,99.00,102.00,98.00,100.00,146000.00,0.00,24.00
ESSA,08/05/2020,152.00,158.00,152.00,153.00,926900.00,-2870000.00,131.00
ESTI,08/05/2020,51.00,51.00,50.00,50.00,800.00,0.00,4.00
ETHUSD,08/04/2020,385.86,402.01,381.30,389.62,9840000.00,0.00,0.00
ETWA,08/05/2020,69.00,76.00,65.00,65.00,44200.00,-2600000.00,14.00
EURGBP,08/04/2020,0.90,0.90,0.90,0.90,0.00,0.00,0.00
EURJPY,08/04/2020,124.70,125.01,124.26,124.80,0.00,0.00,0.00
EURUSD,08/04/2020,1.18,1.18,1.17,1.18,0.00,0.00,0.00
EXCL,08/05/2020,2440.00,2480.00,2380.00,2480.00,32538000.00,-23740000256.00,6434.00
FAST,08/05/2020,900.00,915.00,885.00,905.00,16200.00,0.00,35.00
FILM,08/05/2020,156.00,165.00,153.00,158.00,1955000.00,0.00,423.00
FASW,08/05/2020,7000.00,7000.00,7000.00,7000.00,0.00,0.00,0.00
FINN,08/05/2020,50.00,50.00,50.00,50.00,0.00,0.00,0.00
FIRE,08/05/2020,129.00,141.00,127.00,135.00,17797300.00,-1550000.00,1843.00
FIRE-W,08/05/2020,97.00,97.00,97.00,97.00,0.00,0.00,0.00
FITT,08/05/2020,64.00,69.00,63.00,69.00,3200.00,0.00,7.00
