Ticker,Date/Time,Open,High,Low,Close,Volume(Unit),Net Buy Sell Foreign,Freq
^JKMISC,08/07/2020,931.18,942.50,912.21,936.52,146866688.00,44339998720.00,0.00
^JKMNC36,08/07/2020,293.25,293.85,288.82,290.85,2877828096.00,-35860639744.00,0.00
^JKMNFG,08/07/2020,1247.02,1250.46,1230.03,1237.79,1234822016.00,0.00,0.00
^JKPEFINDO25,08/07/2020,271.22,273.99,267.98,269.82,593444416.00,-34451779584.00,0.00
^JKPROP,08/07/2020,291.73,295.68,287.70,287.70,897320704.00,-57500000256.00,0.00
^JKSE,08/07/2020,5178.27,5187.37,5119.68,5143.89,12274754560.00,-1076889976832.00,0.00
^JKSMINFRA18,08/07/2020,256.61,256.37,252.05,253.89,1940288640.00,64353959936.00,0.00
^JKSRIKEHATI,08/07/2020,326.51,327.54,322.21,324.97,672177600.00,-27983781888.00,0.00
^JKTRAD,08/07/2020,627.78,635.79,626.72,635.02,1876130560.00,-14830000128.00,0.00
^KLSE,08/07/2020,1590.54,1591.08,1578.82,1583.26,59177300.00,0.00,0.00
^KS11,08/07/2020,2349.25,2362.24,2333.62,2351.67,802258.00,0.00,0.00
^N225,08/07/2020,22433.78,22436.16,22204.61,22329.94,0.00,0.00,0.00
^NZ50,08/07/2020,11764.59,11780.19,11631.29,11646.68,0.00,0.00,0.00
^SSEC,08/07/2020,3370.59,3374.13,3307.71,3354.04,403930.00,0.00,0.00
^STI,08/07/2020,2558.30,2558.96,2529.35,2549.42,0.00,0.00,0.00
^VIX,08/06/2020,23.03,26.01,22.17,22.65,0.00,0.00,0.00
AALI,08/07/2020,9750.00,10175.00,9725.00,9750.00,6247200.00,-6369999872.00,4658.00
ABBA,08/07/2020,50.00,50.00,50.00,50.00,55700.00,0.00,47.00
ABDA,08/07/2020,6900.00,6900.00,6900.00,6900.00,0.00,0.00,0.00
ABMM,08/07/2020,1050.00,1050.00,980.00,1000.00,2500.00,-98000.00,10.00
ACES,08/07/2020,1645.00,1690.00,1645.00,1660.00,14610700.00,-4190000128.00,4987.00
ACST,08/07/2020,238.00,254.00,238.00,250.00,302400.00,0.00,87.00
ADAUSD,08/06/2020,0.14,0.15,0.14,0.14,443600000.00,0.00,0.00
ADES,08/07/2020,990.00,1005.00,985.00,995.00,140500.00,-2000000.00,74.00
ADHI,08/07/2020,590.00,590.00,580.00,585.00,5864300.00,-493169984.00,938.00
ADMF,08/07/2020,7675.00,7700.00,7575.00,7600.00,112300.00,270180000.00,200.00
ADMG,08/07/2020,103.00,111.00,103.00,106.00,1531900.00,0.00,158.00
AGAR,08/07/2020,490.00,490.00,490.00,490.00,200.00,0.00,1.00
ADRO,08/07/2020,1115.00,1130.00,1085.00,1095.00,42983500.00,3160000000.00,6427.00
AGII,08/07/2020,540.00,540.00,525.00,525.00,202600.00,54000.00,105.00
AGRO,08/07/2020,240.00,240.00,230.00,234.00,20687600.00,-9980000.00,1543.00
AGRS,08/07/2020,146.00,154.00,146.00,146.00,108000.00,0.00,25.00
AHAP,08/07/2020,52.00,52.00,50.00,51.00,39600.00,0.00,13.00
AIMS,08/07/2020,180.00,180.00,180.00,180.00,0.00,0.00,0.00
AISA,08/07/2020,168.00,168.00,168.00,168.00,0.00,0.00,0.00
AKKU,08/07/2020,50.00,50.00,50.00,50.00,400.00,0.00,1.00
AKPI,08/07/2020,300.00,300.00,280.00,282.00,5400.00,0.00,20.00
AKRA,08/07/2020,2780.00,2830.00,2750.00,2770.00,13688000.00,-3500000000.00,1409.00
AKSI,08/07/2020,248.00,254.00,248.00,252.00,10300.00,0.00,12.00
ALDO,08/07/2020,378.00,400.00,378.00,384.00,1300.00,0.00,4.00
ALKA,08/07/2020,360.00,360.00,360.00,360.00,1200.00,0.00,3.00
ALMI,08/07/2020,192.00,192.00,192.00,192.00,10400.00,0.00,3.00
ALTO,08/07/2020,374.00,374.00,374.00,374.00,0.00,0.00,0.00
AMAN,08/07/2020,195.00,196.00,195.00,196.00,235400.00,0.00,12.00
AMAG,08/07/2020,236.00,250.00,234.00,238.00,259800.00,0.00,88.00
AMAR,08/07/2020,364.00,372.00,352.00,370.00,461100.00,0.00,33.00
AMFG,08/07/2020,2830.00,2830.00,2830.00,2830.00,0.00,0.00,0.00
AMIN,08/07/2020,264.00,264.00,246.00,246.00,700.00,0.00,5.00
AMOR,08/07/2020,1990.00,1990.00,1990.00,1990.00,300.00,0.00,2.00
ANDI,08/07/2020,50.00,50.00,50.00,50.00,81500.00,5000.00,22.00
AMRT,08/07/2020,740.00,750.00,735.00,735.00,958300.00,582500.00,198.00
ANJT,08/07/2020,520.00,550.00,520.00,545.00,1200.00,0.00,6.00
ANSUSD,08/06/2020,12.87,13.26,12.74,12.96,4680000.00,0.00,0.00
ANTM,08/07/2020,840.00,865.00,835.00,840.00,263824704.00,14449999872.00,20822.00
APEX,08/07/2020,149.00,156.00,149.00,156.00,12400.00,0.00,17.00
APIC,08/07/2020,870.00,870.00,835.00,840.00,33813200.00,-61850000.00,2622.00
APII,08/07/2020,190.00,190.00,178.00,178.00,56200.00,0.00,42.00
APLI,08/07/2020,119.00,119.00,119.00,119.00,100.00,0.00,1.00
APLN,08/07/2020,110.00,111.00,108.00,109.00,12098600.00,-391769984.00,505.00
APOL,08/07/2020,50.00,50.00,50.00,50.00,0.00,0.00,0.00
ARGO,08/07/2020,1485.00,1485.00,1485.00,1485.00,0.00,0.00,0.00
ARII,08/07/2020,464.00,464.00,420.00,444.00,12400.00,-316400.00,10.00
ARKA,08/07/2020,288.00,288.00,288.00,288.00,0.00,0.00,0.00
ARMY,08/07/2020,50.00,50.00,50.00,50.00,0.00,0.00,0.00
ARNA,08/07/2020,420.00,422.00,416.00,420.00,2238700.00,877480000.00,80.00
ARTA,08/07/2020,302.00,302.00,302.00,302.00,0.00,0.00,0.00
ARTI,08/07/2020,50.00,50.00,50.00,50.00,0.00,0.00,0.00
ARTO,08/07/2020,2750.00,2750.00,2730.00,2740.00,22800.00,0.00,33.00
ASBI,08/07/2020,264.00,270.00,264.00,270.00,200.00,0.00,2.00
ASDM,08/07/2020,950.00,950.00,950.00,950.00,2200.00,-2090000.00,3.00
ASGR,08/07/2020,665.00,675.00,655.00,670.00,470500.00,6700000.00,134.00
ASII,08/07/2020,5225.00,5300.00,5100.00,5275.00,35036700.00,44740001792.00,7763.00
ASJT,08/07/2020,125.00,132.00,125.00,130.00,44300.00,0.00,37.00
ASMI,08/07/2020,1185.00,1185.00,1170.00,1170.00,36400.00,-1290000.00,44.00
ASPI,08/07/2020,200.00,204.00,189.00,190.00,13692400.00,0.00,1512.00
ASRI,08/07/2020,120.00,122.00,118.00,118.00,9673500.00,-46180000.00,715.00
ASRM,08/07/2020,1990.00,2200.00,1990.00,2150.00,74400.00,0.00,21.00
ASSA,08/07/2020,530.00,565.00,530.00,550.00,11896200.00,283249984.00,1152.00
ATIC,08/07/2020,575.00,575.00,575.00,575.00,100.00,0.00,1.00
ATPK,08/07/2020,194.00,194.00,194.00,194.00,0.00,0.00,0.00
AUDUSD,08/06/2020,0.72,0.72,0.72,0.72,0.00,0.00,0.00
AYLS,08/07/2020,50.00,50.00,50.00,50.00,2000.00,0.00,1.00
AUTO,08/07/2020,875.00,890.00,870.00,875.00,640700.00,-227490000.00,259.00
BABP,08/07/2020,50.00,50.00,50.00,50.00,100.00,0.00,1.00
BABP-W3,08/07/2020,30.00,48.00,30.00,31.00,520500.00,0.00,0.00
BACA,08/07/2020,400.00,410.00,374.00,406.00,6900.00,-1150000.00,9.00
BAJA,08/07/2020,54.00,59.00,54.00,57.00,257000.00,0.00,33.00
BALI,08/07/2020,880.00,880.00,880.00,880.00,0.00,0.00,0.00
BAPA,08/07/2020,50.00,50.00,50.00,50.00,1000.00,0.00,1.00
BAPI,08/07/2020,50.00,50.00,50.00,50.00,14500.00,0.00,7.00
BATA,08/07/2020,595.00,615.00,575.00,600.00,7500.00,610000.00,19.00
BAYU,08/07/2020,1085.00,1085.00,1025.00,1025.00,14600.00,0.00,17.00
BBCA,08/07/2020,31325.00,31425.00,30800.00,30900.00,8724200.00,-83740000256.00,7830.00
BBHI,08/07/2020,137.00,180.00,137.00,167.00,2355000.00,0.00,668.00
BBKP,08/07/2020,184.00,206.00,183.00,193.00,889191168.00,-137940000.00,19831.00
BBLD,08/07/2020,360.00,382.00,360.00,382.00,1300.00,0.00,4.00
BBMD,08/07/2020,1465.00,1550.00,1400.00,1400.00,4800.00,-2940000.00,5.00
BBNI,08/07/2020,4640.00,4680.00,4600.00,4620.00,28421200.00,5280000000.00,8496.00
BBNP,08/07/2020,2250.00,2250.00,2250.00,2250.00,0.00,0.00,0.00
BBRI,08/07/2020,3110.00,3130.00,3060.00,3110.00,89917296.00,79479996416.00,11440.00
BBRM,08/07/2020,50.00,50.00,50.00,50.00,0.00,0.00,0.00
BBSS,08/07/2020,130.00,134.00,123.00,125.00,11008000.00,0.00,919.00
BBTN,08/07/2020,1340.00,1350.00,1310.00,1330.00,35807000.00,-1350000000.00,3367.00
BBYB,08/07/2020,290.00,290.00,290.00,290.00,1200.00,0.00,1.00
BCAP,08/07/2020,148.00,149.00,146.00,147.00,14290900.00,178990000.00,1583.00
BCHUSD,08/06/2020,293.53,319.22,287.47,308.91,2180000.00,0.00,0.00
BCIC,08/07/2020,700.00,700.00,700.00,700.00,0.00,0.00,0.00
BCIP,08/07/2020,50.00,50.00,50.00,50.00,106600.00,0.00,20.00
BEEF,08/07/2020,192.00,194.00,189.00,192.00,1846100.00,0.00,316.00
BEEF-W,08/07/2020,14.00,14.00,13.00,13.00,6294000.00,0.00,0.00
BDMN,08/07/2020,2780.00,2800.00,2730.00,2770.00,543700.00,-291270016.00,345.00
BEKS,08/07/2020,50.00,50.00,50.00,50.00,104600.00,0.00,11.00
BELL,08/07/2020,158.00,158.00,154.00,156.00,7452800.00,-312000.00,492.00
BESS,08/07/2020,282.00,294.00,276.00,290.00,2264300.00,0.00,661.00
BEST,08/07/2020,122.00,122.00,116.00,117.00,22681200.00,-160220000.00,1147.00
BGTG,08/07/2020,51.00,52.00,50.00,50.00,2556400.00,0.00,110.00
BFIN,08/07/2020,280.00,290.00,276.00,284.00,22839600.00,-434969984.00,1415.00
BHAT,08/07/2020,450.00,452.00,440.00,444.00,128344704.00,0.00,2132.00
BIKA,08/07/2020,190.00,190.00,190.00,190.00,0.00,0.00,0.00
BHIT,08/07/2020,50.00,50.00,50.00,50.00,31300.00,0.00,10.00
BIMA,08/07/2020,50.00,50.00,50.00,50.00,1100.00,0.00,2.00
BINA,08/07/2020,840.00,855.00,840.00,850.00,10200.00,0.00,15.00
BIPI,08/07/2020,50.00,50.00,50.00,50.00,25200.00,0.00,7.00
BIPP,08/07/2020,72.00,72.00,65.00,68.00,231700.00,0.00,33.00
BIRD,08/07/2020,1055.00,1060.00,1015.00,1020.00,539200.00,-9540000.00,238.00
BISI,08/07/2020,915.00,920.00,895.00,900.00,740800.00,-87860000.00,194.00
BJBR,08/07/2020,920.00,930.00,905.00,910.00,6958900.00,179380000.00,1355.00
BJTM,08/07/2020,555.00,560.00,545.00,550.00,13095300.00,-2369999872.00,2307.00
BKDP,08/07/2020,50.00,50.00,50.00,50.00,2700.00,0.00,6.00
BKSL,08/07/2020,50.00,50.00,50.00,50.00,181700.00,0.00,20.00
BKSL-W,08/07/2020,2.00,2.00,2.00,2.00,0.00,0.00,0.00
BKSW,08/07/2020,75.00,75.00,73.00,73.00,17000.00,0.00,7.00
BLTA,08/07/2020,50.00,50.00,50.00,50.00,50000.00,0.00,1.00
BLTZ,08/07/2020,3600.00,3600.00,3600.00,3600.00,0.00,0.00,0.00
BLUE,08/07/2020,535.00,540.00,525.00,530.00,119100.00,0.00,99.00
BMAS,08/07/2020,290.00,290.00,274.00,276.00,1900.00,0.00,11.00
BMRI,08/07/2020,5700.00,5800.00,5625.00,5800.00,28614400.00,3550000128.00,6995.00
BMSR,08/07/2020,54.00,59.00,54.00,54.00,27500.00,0.00,11.00
BMTR,08/07/2020,202.00,208.00,200.00,202.00,27832000.00,-1510000000.00,982.00
BNBA,08/07/2020,306.00,314.00,306.00,314.00,481400.00,9750000.00,36.00
BNBR,08/07/2020,50.00,50.00,50.00,50.00,100.00,0.00,1.00
BNGA,08/07/2020,765.00,770.00,740.00,750.00,3200700.00,-379160000.00,770.00
BNII,08/07/2020,197.00,228.00,195.00,204.00,41641000.00,-50510000.00,3184.00
BNLI,08/07/2020,1240.00,1250.00,1235.00,1250.00,6809000.00,-1100000000.00,225.00
BOGA,08/07/2020,1450.00,1450.00,1430.00,1440.00,90540400.00,679009984.00,4212.00
BOGA-W,08/07/2020,1000.00,1000.00,1000.00,1000.00,0.00,0.00,0.00
BOLA,08/07/2020,160.00,165.00,159.00,165.00,47000.00,0.00,37.00
BOLT,08/07/2020,855.00,855.00,855.00,855.00,0.00,0.00,0.00
BORN,08/07/2020,50.00,50.00,50.00,50.00,0.00,0.00,0.00
BOSS,08/07/2020,76.00,78.00,76.00,76.00,1559500.00,0.00,193.00
BPFI,08/07/2020,1280.00,1280.00,1280.00,1280.00,0.00,0.00,0.00
BPII,08/07/2020,10000.00,10000.00,10000.00,10000.00,0.00,0.00,0.00
BPTR,08/07/2020,70.00,78.00,70.00,74.00,34400.00,0.00,22.00
BRAM,08/07/2020,5325.00,5325.00,5325.00,5325.00,0.00,0.00,0.00
BRIS,08/07/2020,565.00,565.00,545.00,550.00,71784896.00,-872620032.00,6884.00
BRENT OIL,08/06/2020,45.15,45.70,44.85,45.12,0.00,0.00,0.00
BRMS,08/07/2020,50.00,50.00,50.00,50.00,494600.00,22500000.00,17.00
BRNA,08/07/2020,935.00,935.00,930.00,930.00,2000.00,0.00,3.00
BRPT,08/07/2020,925.00,930.00,880.00,885.00,80078800.00,-6300000256.00,9992.00
BSDE,08/07/2020,705.00,705.00,680.00,685.00,18925400.00,-1870000000.00,1267.00
BSIM,08/07/2020,500.00,515.00,500.00,515.00,5300.00,0.00,7.00
BSIM-W3,08/07/2020,20.00,20.00,17.00,17.00,90000.00,0.00,0.00
BSSR,08/07/2020,1280.00,1280.00,1275.00,1275.00,4300.00,0.00,9.00
BSWD,08/07/2020,1750.00,1750.00,1750.00,1750.00,0.00,0.00,0.00
BTCIDR,08/06/2020,169692000.00,171404992.00,169692000.00,171404992.00,270.00,0.00,0.00
BTCUSD,08/06/2020,11735.00,11898.40,11563.00,11757.10,554850.00,0.00,0.00
BTEK,08/07/2020,50.00,50.00,50.00,50.00,100.00,0.00,1.00
BTEL,08/07/2020,50.00,50.00,50.00,50.00,0.00,0.00,0.00
BTON,08/07/2020,164.00,167.00,161.00,167.00,224800.00,0.00,26.00
BTPN,08/07/2020,2230.00,2230.00,2170.00,2180.00,185900.00,-204370000.00,137.00
BTPS,08/07/2020,3600.00,3630.00,3570.00,3620.00,7794000.00,1360000000.00,2622.00
BUKK,08/07/2020,705.00,705.00,695.00,705.00,26500.00,209500.00,20.00
BUDI,08/07/2020,90.00,90.00,89.00,90.00,796300.00,0.00,44.00
BULL,08/07/2020,296.00,300.00,288.00,288.00,199086800.00,-4260000000.00,4779.00
BULL-W,08/07/2020,35.00,35.00,35.00,35.00,0.00,0.00,0.00
BULL-W2,08/07/2020,96.00,96.00,86.00,86.00,4231000.00,0.00,0.00
BUMI,08/07/2020,50.00,50.00,50.00,50.00,8858000.00,10360000.00,116.00
BUVA,08/07/2020,56.00,56.00,54.00,55.00,44000.00,0.00,21.00
BVIC,08/07/2020,60.00,67.00,60.00,61.00,3749400.00,295000.00,387.00
BWPT,08/07/2020,117.00,122.00,115.00,117.00,296742400.00,-384670016.00,9422.00
CAKK,08/07/2020,50.00,50.00,50.00,50.00,2600.00,0.00,2.00
BYAN,08/07/2020,13750.00,13750.00,13200.00,13200.00,13200.00,-166460000.00,29.00
CAKK-W,08/07/2020,6.00,8.00,4.00,5.00,7126000.00,0.00,0.00
CAMP,08/07/2020,198.00,200.00,196.00,197.00,125100.00,0.00,96.00
CANI,08/07/2020,124.00,124.00,124.00,124.00,0.00,0.00,0.00
CARE,08/07/2020,340.00,346.00,338.00,340.00,187857200.00,-474600.00,2363.00
CARS,08/07/2020,50.00,50.00,50.00,50.00,21400.00,0.00,6.00
CASA,08/07/2020,310.00,326.00,308.00,326.00,146600.00,-1080000.00,22.00
CASA-W,08/07/2020,36.00,36.00,36.00,36.00,0.00,0.00,0.00
CASH,08/07/2020,585.00,600.00,580.00,595.00,5230500.00,1100000.00,898.00
CASS,08/07/2020,187.00,204.00,187.00,197.00,1462000.00,23900000.00,341.00
CBMF,08/07/2020,248.00,248.00,216.00,238.00,5021300.00,0.00,143.00
CCSI,08/07/2020,248.00,252.00,242.00,242.00,256900.00,0.00,61.00
CEKA,08/07/2020,1950.00,1950.00,1910.00,1920.00,75600.00,0.00,55.00
CENT,08/07/2020,139.00,145.00,137.00,143.00,30862400.00,-9380000.00,1076.00
CINT,08/07/2020,242.00,252.00,242.00,252.00,87000.00,0.00,3.00
CFIN,08/07/2020,192.00,195.00,188.00,190.00,3227600.00,-315830016.00,88.00
CITA,08/07/2020,1995.00,2000.00,1985.00,2000.00,54300.00,0.00,20.00
CITY,08/07/2020,62.00,62.00,51.00,54.00,31600.00,0.00,14.00
CITY-W,08/07/2020,16.00,16.00,15.00,15.00,25500.00,0.00,0.00
CKRA,08/07/2020,76.00,76.00,76.00,76.00,0.00,0.00,0.00
CLAY,08/07/2020,1990.00,1990.00,1990.00,1990.00,0.00,0.00,0.00
CLEO,08/07/2020,525.00,530.00,515.00,520.00,8831700.00,-37910000.00,1084.00
CLPI,08/07/2020,710.00,715.00,700.00,710.00,37800.00,0.00,32.00
CMNP,08/07/2020,985.00,1000.00,985.00,985.00,54700.00,-1190000.00,37.00
CMPP,08/07/2020,184.00,184.00,184.00,184.00,0.00,0.00,0.00
CNKO,08/07/2020,50.00,50.00,50.00,50.00,100.00,0.00,1.00
CNTB,08/07/2020,250.00,250.00,250.00,250.00,0.00,0.00,0.00
CNYIDR,08/06/2020,2097.55,2103.18,2082.93,2097.50,0.00,0.00,0.00
CNTX,08/07/2020,240.00,240.00,240.00,240.00,100.00,0.00,1.00
COAL,08/06/2020,52.10,52.10,52.10,52.10,0.00,0.00,0.00
COCO,08/07/2020,775.00,800.00,755.00,795.00,6800.00,-76500.00,9.00
COCO-W,08/07/2020,175.00,175.00,175.00,175.00,500.00,0.00,0.00
COWL,08/07/2020,50.00,50.00,50.00,50.00,0.00,0.00,0.00
CPIN,08/07/2020,6275.00,6275.00,6200.00,6250.00,5720300.00,7040000000.00,1650.00
CPO-RM,08/07/2020,2737.00,2737.00,2737.00,2737.00,0.00,0.00,0.00
CPRI,08/07/2020,50.00,50.00,50.00,50.00,327800.00,0.00,4.00
CPRI-W,08/07/2020,14.00,14.00,14.00,14.00,0.00,0.00,0.00
CPRO,08/07/2020,50.00,50.00,50.00,50.00,0.00,0.00,0.00
CRUDE OIL,08/06/2020,42.17,42.65,41.61,42.08,0.00,0.00,0.00
CSAP,08/07/2020,322.00,322.00,300.00,302.00,330300.00,-35740000.00,42.00
CSIS,08/07/2020,50.00,50.00,50.00,50.00,176600.00,0.00,26.00
CSMI,08/07/2020,228.00,228.00,194.00,194.00,35800.00,0.00,10.00
CSRA,08/07/2020,316.00,386.00,316.00,346.00,39653000.00,-24740000.00,6258.00
CTBN,08/07/2020,2450.00,2450.00,2450.00,2450.00,0.00,0.00,0.00
CTRA,08/07/2020,645.00,655.00,625.00,635.00,52666000.00,-658049984.00,2751.00
DADA,08/07/2020,73.00,75.00,71.00,72.00,50459300.00,-7500000.00,1897.00
CTTH,08/07/2020,50.00,51.00,50.00,51.00,8100.00,0.00,10.00
DAJK,08/07/2020,50.00,50.00,50.00,50.00,0.00,0.00,0.00
DART,08/07/2020,220.00,248.00,248.00,248.00,100.00,0.00,1.00
DAYA,08/07/2020,570.00,570.00,570.00,570.00,0.00,0.00,0.00
DEAL,08/07/2020,80.00,88.00,80.00,88.00,7796300.00,0.00,603.00
DEFI,08/07/2020,1785.00,1785.00,1770.00,1770.00,21300.00,0.00,27.00
DFAM,08/07/2020,330.00,330.00,308.00,308.00,1200.00,-155000.00,7.00
DEWA,08/07/2020,50.00,50.00,50.00,50.00,2000.00,0.00,3.00
DGIK,08/07/2020,50.00,50.00,50.00,50.00,100.00,0.00,1.00
DIGI,08/07/2020,1960.00,1960.00,1960.00,1960.00,0.00,0.00,0.00
DILD,08/07/2020,177.00,179.00,176.00,179.00,895000.00,-5330000.00,93.00
DIVA,08/07/2020,1950.00,2000.00,1890.00,2000.00,268100.00,10200000.00,119.00
DKFT,08/07/2020,132.00,135.00,128.00,131.00,3724200.00,25800000.00,381.00
DLTA,08/07/2020,4530.00,4530.00,4490.00,4500.00,42100.00,-168250000.00,60.00
DMAS,08/07/2020,234.00,236.00,220.00,222.00,76111600.00,504990016.00,2815.00
DMMX,08/07/2020,240.00,246.00,238.00,244.00,25866900.00,-1090000000.00,1058.00
DMND,08/07/2020,950.00,960.00,940.00,955.00,60000.00,-1990000.00,80.00
DNAR,08/07/2020,284.00,284.00,262.00,262.00,800.00,0.00,5.00
DNET,08/07/2020,3400.00,3400.00,3400.00,3400.00,0.00,0.00,0.00
DOID,08/07/2020,288.00,292.00,274.00,278.00,176072496.00,-3329999872.00,9794.00
DPNS,08/07/2020,260.00,262.00,250.00,250.00,6200.00,0.00,10.00
DPUM,08/07/2020,62.00,65.00,62.00,65.00,175000.00,0.00,20.00
DSFI,08/07/2020,60.00,67.00,60.00,65.00,302300.00,0.00,68.00
DSNG,08/07/2020,384.00,412.00,384.00,406.00,9820600.00,77530000.00,999.00
DSSA,08/07/2020,20500.00,20500.00,20500.00,20500.00,1600.00,0.00,1.00
DUCK,08/07/2020,318.00,318.00,306.00,314.00,3813100.00,-281660000.00,802.00
DUTI,08/07/2020,3530.00,3920.00,3530.00,3920.00,6000.00,0.00,27.00
DVLA,08/07/2020,2350.00,2350.00,2280.00,2300.00,24900.00,0.00,31.00
DWGL,08/07/2020,197.00,230.00,196.00,212.00,29400.00,0.00,27.00
DWGL-W,08/07/2020,45.00,45.00,35.00,42.00,430000.00,0.00,0.00
DYAN,08/07/2020,50.00,50.00,50.00,50.00,3560800.00,2500000.00,176.00
EAST,08/07/2020,52.00,54.00,52.00,53.00,506100.00,0.00,49.00
ECII,08/07/2020,700.00,750.00,750.00,750.00,15000.00,0.00,4.00
EIDO,08/06/2020,19.10,19.26,19.04,19.22,933028.00,0.00,0.00
EKAD,08/07/2020,1245.00,1255.00,1220.00,1245.00,508000.00,0.00,350.00
ELSA,08/07/2020,246.00,246.00,236.00,236.00,83805104.00,-448560000.00,2307.00
ELTY,08/07/2020,50.00,50.00,50.00,50.00,3000.00,0.00,1.00
EMAS,08/06/2020,2038.60,2077.85,2037.25,2071.05,0.00,0.00,0.00
EMDE,08/07/2020,202.00,202.00,202.00,202.00,0.00,0.00,0.00
EMTK,08/07/2020,4290.00,4900.00,4120.00,4900.00,3252400.00,-13429999616.00,35.00
ENRG,08/07/2020,51.00,51.00,50.00,51.00,3577700.00,0.00,86.00
ENVY,08/07/2020,101.00,104.00,99.00,100.00,507124512.00,-456289984.00,4199.00
EOSUSD,08/06/2020,3.05,3.17,3.00,3.09,216580000.00,0.00,0.00
EPAC,08/07/2020,244.00,252.00,242.00,242.00,2721300.00,0.00,454.00
EPMT,08/07/2020,1855.00,1855.00,1800.00,1850.00,72200.00,121500000.00,10.00
ERAA,08/07/2020,1535.00,1640.00,1530.00,1620.00,74876200.00,6300000256.00,11549.00
ERTX,08/07/2020,120.00,120.00,113.00,113.00,500.00,0.00,5.00
ESIP,08/07/2020,234.00,244.00,232.00,236.00,16612100.00,0.00,2382.00
ESIP-W,08/07/2020,14.00,15.00,14.00,15.00,23576000.00,0.00,0.00
ESSA,08/07/2020,155.00,158.00,155.00,155.00,972900.00,-2880000.00,133.00
ESTA,08/07/2020,98.00,100.00,98.00,100.00,1700.00,0.00,2.00
ESTI,08/07/2020,50.00,50.00,50.00,50.00,900.00,0.00,9.00
ETHUSD,08/06/2020,400.80,403.18,391.67,394.83,7920000.00,0.00,0.00
ETWA,08/07/2020,64.00,64.00,64.00,64.00,1000.00,0.00,3.00
EURGBP,08/06/2020,0.90,0.91,0.90,0.90,0.00,0.00,0.00
EURJPY,08/06/2020,125.34,125.60,124.71,125.39,0.00,0.00,0.00
EURUSD,08/06/2020,1.19,1.19,1.18,1.19,0.00,0.00,0.00
EXCL,08/07/2020,2530.00,2560.00,2410.00,2440.00,26103200.00,-3500000000.00,8429.00
FAST,08/07/2020,900.00,920.00,900.00,915.00,41600.00,0.00,33.00
FILM,08/07/2020,160.00,160.00,153.00,156.00,791400.00,0.00,341.00
FASW,08/07/2020,7000.00,7000.00,7000.00,7000.00,500.00,0.00,1.00
FINN,08/07/2020,50.00,50.00,50.00,50.00,0.00,0.00,0.00
FIRE,08/07/2020,145.00,148.00,136.00,138.00,11064900.00,-6350000.00,2601.00
FIRE-W,08/07/2020,97.00,97.00,97.00,97.00,0.00,0.00,0.00
FISH,08/07/2020,2630.00,2710.00,2630.00,2690.00,700.00,0.00,6.00
